name,address,description,Grantobiorca Kod pocztowy,Grantobiorca Miejscowość,Grantobiorca Nr budynku,Grantobiorca Ulica,Miejsce Realizacji Województwo,Nazwa,Wartość wsparcia,Powiat
"Wzmocnienie konkurencyjności oraz odporności na sytuacje kryzysowe przedsiębiorstwa Bar ""GO-IBO"" Grażyna Świątkowska poprzez dywersyfikację działalności i wprowadzenie usług cateringowych w Gdańsku w województwie pomorskim.”",POMORSKIE Gdańsk Gabriela Narutowicza 11 80-233,"Nazwa: Bar ""GO - IBO"" GRAŻYNA ŚWIĄTKOWSKA<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Gabriela Narutowicza<br>Grantobiorca Nr budynku: 11<br>Grantobiorca Kod pocztowy: 80-233<br>Wartość wsparcia: 129831.83",80-233,Gdańsk,11,Gabriela Narutowicza,POMORSKIE,"Bar ""GO - IBO"" GRAŻYNA ŚWIĄTKOWSKA",129831.83,Gdansk
Dywersyfikacja i uodpornienie na przyszłe kryzysy firmy Hotel Bartan Bożenna Gast w województwie pomorskim,POMORSKIE Gdańsk Turystyczna 9a 80-680,Nazwa: HOTEL BARTAN BOŻENNA GAST<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Turystyczna<br>Grantobiorca Nr budynku: 9a<br>Grantobiorca Kod pocztowy: 80-680<br>Wartość wsparcia: 223774.14,80-680,Gdańsk,9a,Turystyczna,POMORSKIE,HOTEL BARTAN BOŻENNA GAST,223774.14,Gdansk
Zwiększenie odporności przedsiębiorstwa PAUL ACADEMY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ na sytuacje kryzysowe w wyniku rozszerzenia i dywersyfikacji prowadzonej działalności (REGION 1: województwo pomorskie),POMORSKIE Sopot Aleja Niepodległości 719 81-853,Nazwa: PAUL ACADEMY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Sopot<br>Grantobiorca Ulica: Aleja Niepodległości<br>Grantobiorca Nr budynku: 719<br>Grantobiorca Kod pocztowy: 81-853<br>Wartość wsparcia: 398136.83,81-853,Sopot,719,Aleja Niepodległości,POMORSKIE,PAUL ACADEMY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,398136.83,Sopot
Uodpornienie DOCK-POL Sp. z o.o. na sytuacje kryzysowe poprzez doposażenie restauracji Goldwasser w woj. pomorskim,POMORSKIE Gdańsk Długie Pobrzeże 22 80-888,Nazwa: DOCK-POL Sp. z o.o.<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Długie Pobrzeże<br>Grantobiorca Nr budynku: 22<br>Grantobiorca Kod pocztowy: 80-888<br>Wartość wsparcia: 423720,80-888,Gdańsk,22,Długie Pobrzeże,POMORSKIE,DOCK-POL Sp. z o.o.,423720.0,Gdansk
Wzrost konkurencyjności oraz unowocześnienie i dywersyfikacja oferty firmy Hydrostacja na Pomorzu.,POMORSKIE Chwaszczyno Bogusława 60 80-209,Nazwa: HYDROSTACJA Damian Mrożek<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Chwaszczyno<br>Grantobiorca Ulica: Bogusława<br>Grantobiorca Nr budynku: 60<br>Grantobiorca Kod pocztowy: 80-209<br>Wartość wsparcia: 398180.42,80-209,Chwaszczyno,60,Bogusława,POMORSKIE,HYDROSTACJA Damian Mrożek,398180.42,Gdansk
Kierunek Ekologia - dywersyfikacja i rozszerzenie działalności Browar 3 City Sp. z o.o. Sp.k. w Hotelu Spichrz na Pomorzu wraz z aspektem cyfryzacyjnym,POMORSKIE Borcz Kościerska 37 83-312,Nazwa: Browar 3 City Spółka z ograniczoną odpowiedzialnością Spółka komandytowa<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Borcz<br>Grantobiorca Ulica: Kościerska<br>Grantobiorca Nr budynku: 37<br>Grantobiorca Kod pocztowy: 83-312<br>Wartość wsparcia: 379403.05,83-312,Borcz,37,Kościerska,POMORSKIE,Browar 3 City Spółka z ograniczoną odpowiedzialnością Spółka komandytowa,379403.05,Powiat kartuski
Rozwój działalności gastronomicznej Godding Sp. z o.o w Woj. pomorskim poprzez wprowadzenie sprzedaży lodów własnej produkcji,POMORSKIE Sopot Tadeusza Kościuszki 16 81-704,Nazwa: GODDING SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Sopot<br>Grantobiorca Ulica: Tadeusza Kościuszki<br>Grantobiorca Nr budynku: 16<br>Grantobiorca Kod pocztowy: 81-704<br>Wartość wsparcia: 528218.1,81-704,Sopot,16,Tadeusza Kościuszki,POMORSKIE,GODDING SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,528218.1,Sopot
"Rozszerzenie , dywersyfikacja oraz wzrost konkurencyjności i innowacyjności przedsiębiorstwa poprzez wprowadzenie nowych usług i pozyskania nowychklientów. Zwiększenie odporności przedsiębiorstwa na sytuacje kryzysowe z wykorzystaniem zielonej transformacji i nowych technologii cyfrowych oraz podniesienie kompetencji pracowników i usługi doradcze związane z dywersyfikacją usług. Dostosowanie działalności do nowych trendów i potrzeb rynku. Projekt realizowany w województwie pomorskim.",POMORSKIE Lębork Staromiejska 15 84-300,Nazwa: Agencja Turystyczno-Artystyczna Przygoda<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Lębork<br>Grantobiorca Ulica: Staromiejska<br>Grantobiorca Nr budynku: 15<br>Grantobiorca Kod pocztowy: 84-300<br>Wartość wsparcia: 503605.44,84-300,Lębork,15,Staromiejska,POMORSKIE,Agencja Turystyczno-Artystyczna Przygoda,503605.44,Powiat leborski
"Rozszerzenie działalności WML s.c. poprzez wdrożenie rozwiązań umożliwiających świadczenie usług związanych z live cookingiem oraz wynajmem rowerów - Region 1 województwa kujawsko-pomorskie, pomorskie, zachodniopomorskie.",POMORSKIE Gdańsk Długa 84 80-831,"Nazwa: „WML” B. Wasilewski, P. Lassota, Ł. Michaluk Spółka Cywilna<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Długa<br>Grantobiorca Nr budynku: 84<br>Grantobiorca Kod pocztowy: 80-831<br>Wartość wsparcia: 189327.82",80-831,Gdańsk,84,Długa,POMORSKIE,"„WML” B. Wasilewski, P. Lassota, Ł. Michaluk Spółka Cywilna",189327.82,Gdansk
Dywersyfikacja działalności DTS Piotr Niewiński poprzez wprowadzenie do oferty usługi w zakresie obsługi sprzętu nurkowego REBREATHER oraz elementów ekologicznych i cyfryzacyjnych.,POMORSKIE Gdynia Szarych Szeregów 3 81-471,Nazwa: DTS PIOTR NIEWIŃSKI<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdynia<br>Grantobiorca Ulica: Szarych Szeregów<br>Grantobiorca Nr budynku: 3<br>Grantobiorca Kod pocztowy: 81-471<br>Wartość wsparcia: 310352.68,81-471,Gdynia,3,Szarych Szeregów,POMORSKIE,DTS PIOTR NIEWIŃSKI,310352.68,Gdynia
"Rozszerzenie oferty firmy Restauracja ""MAGNAT"" Roman Bara w województwie pomorskim w celu pozyskania nowych klientów i zwiększenia odporności firmy na sytuacje kryzysowe",POMORSKIE Borcz Nowowiejska 3 83-312,"Nazwa: Restauracja "" MAGNAT"" Roman Bara<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Borcz<br>Grantobiorca Ulica: Nowowiejska<br>Grantobiorca Nr budynku: 3<br>Grantobiorca Kod pocztowy: 83-312<br>Wartość wsparcia: 527716.62",83-312,Borcz,3,Nowowiejska,POMORSKIE,"Restauracja "" MAGNAT"" Roman Bara",527716.62,Powiat kartuski
"Rozszerzenie działalności NEW STUDIO PROJECT Sp. z o.o. poprzez uruchomienie “BENE PASTA” - nowego konceptu gastronomicznego oferującego dania kuchni włoskiej”,",POMORSKIE Gdynia al. Zwycięstwa 195 81-521,Nazwa: NEW STUDIO PROJECT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdynia<br>Grantobiorca Ulica: al. Zwycięstwa<br>Grantobiorca Nr budynku: 195<br>Grantobiorca Kod pocztowy: 81-521<br>Wartość wsparcia: 471407.25,81-521,Gdynia,195,al. Zwycięstwa,POMORSKIE,NEW STUDIO PROJECT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,471407.25,Gdynia
"Dywersyfikacja działalności gastronomicznej o nowe produkty, usługi oraz rynki jako sposób na zwiększenie elastyczności i odporności działalności gastronomicznej, pozwalając na lepszą adaptację do przyszłych kryzysów, w tym pandemii - Region 1 - województwa kujawsko-pomorskie, pomorskie, zachodniopomorskie",POMORSKIE Kowale Glazurowa 7 80-180,Nazwa: Nawax Sp. z o.o.<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Kowale<br>Grantobiorca Ulica: Glazurowa<br>Grantobiorca Nr budynku: 7<br>Grantobiorca Kod pocztowy: 80-180<br>Wartość wsparcia: 474000,80-180,Kowale,7,Glazurowa,POMORSKIE,Nawax Sp. z o.o.,474000.0,Gdansk
Rozszerzenie i dywersyfikacja działalności prowadzonej na terenie województwa pomorskiego przez TURYSTYKA I WYPOCZYNEK MGR BEATA ĆWIGOŃ poprzez wprowadzenie do zakresu działalności obsługi kateringowej oraz wprowadzenie obsługi klienta poprzez kiosk recepcyjny oraz aplikację do zarządzania rezerwacjami,POMORSKIE Rowy Kościelna 16 76-212,Nazwa: TURYSTYKA I WYPOCZYNEK MGR BEATA ĆWIGOŃ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Rowy<br>Grantobiorca Ulica: Kościelna<br>Grantobiorca Nr budynku: 16<br>Grantobiorca Kod pocztowy: 76-212<br>Wartość wsparcia: 409856.47,76-212,Rowy,16,Kościelna,POMORSKIE,TURYSTYKA I WYPOCZYNEK MGR BEATA ĆWIGOŃ,409856.47,Powiat slupski
Rozwój usług KER Rafał Kosznik w obszarze działalności usługowej związanej z poprawą kondycji fizycznej w województwie pomorskim,POMORSKIE Stężyca Doktora Majkowskiego 11 b 83-322,Nazwa: KER Rafał Kosznik<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Stężyca<br>Grantobiorca Ulica: Doktora Majkowskiego<br>Grantobiorca Nr budynku: 11 b<br>Grantobiorca Kod pocztowy: 83-322<br>Wartość wsparcia: 144076.84,83-322,Stężyca,11 b,Doktora Majkowskiego,POMORSKIE,KER Rafał Kosznik,144076.84,Powiat kartuski
Rozszerzenie działalności Ludovisko Krzysztof Kordelewski poprzez wdrożenie rozwiązań umożliwiających świadczenie usług z zakresu sprzedaży gotowych dań - Region 1 - województwa pomorskie,POMORSKIE Gdańsk al. Aleja Grunwaldzka 470 80-309,Nazwa: LUDOVISKO KRZYSZTOF KORDELEWSKI<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: al. Aleja Grunwaldzka<br>Grantobiorca Nr budynku: 470<br>Grantobiorca Kod pocztowy: 80-309<br>Wartość wsparcia: 154177.74,80-309,Gdańsk,470,al. Aleja Grunwaldzka,POMORSKIE,LUDOVISKO KRZYSZTOF KORDELEWSKI,154177.74,Gdansk
"Rozszerzenie profilu dotychczasowej działalności przedsiębiorstwa Primo S.C. Robert Kowalczewski Dariusz Paszulewicz poprzez inwestycje mające na celu wdrożenie nowych usług, świadczonych w województwie Pomorskim",POMORSKIE Gdynia Władysława IV 49F 81-384,Nazwa: PRIMO S.C. ROBERT KOWALCZEWSKI DARIUSZ PASZULEWICZ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdynia<br>Grantobiorca Ulica: Władysława IV<br>Grantobiorca Nr budynku: 49F<br>Grantobiorca Kod pocztowy: 81-384<br>Wartość wsparcia: 418477.59,81-384,Gdynia,49F,Władysława IV,POMORSKIE,PRIMO S.C. ROBERT KOWALCZEWSKI DARIUSZ PASZULEWICZ,418477.59,Gdynia
Dywersyfikacja oraz rozszerzenie działalności firmy FoodCatering Restauracje i Eventy Piotr Sadowski w celu wzmocnienia odporności firmy - Region 1 (woj. pomorskie).,POMORSKIE Gdańsk Stara Stocznia 2 80-862,Nazwa: FoodCatering Restauracje i Eventy Piotr Sadowski<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Stara Stocznia<br>Grantobiorca Nr budynku: 2<br>Grantobiorca Kod pocztowy: 80-862<br>Wartość wsparcia: 539991.93,80-862,Gdańsk,2,Stara Stocznia,POMORSKIE,FoodCatering Restauracje i Eventy Piotr Sadowski,539991.93,Gdansk
Podniesienie standardu obiektu dla nowej grupy docelowej poprzez remont pokoi i zakup wyposażenia w Makroregionie 1,POMORSKIE Kąty Rybackie Wczasowa 8 82-110,Nazwa: Bumerang Ośrodek Wypoczynkowy Andrzej Kusiuk<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Kąty Rybackie<br>Grantobiorca Ulica: Wczasowa<br>Grantobiorca Nr budynku: 8<br>Grantobiorca Kod pocztowy: 82-110<br>Wartość wsparcia: 540000,82-110,Kąty Rybackie,8,Wczasowa,POMORSKIE,Bumerang Ośrodek Wypoczynkowy Andrzej Kusiuk,540000.0,Powiat nowodworski
Inwestycje w dywersyfikację Gospodarstwa Agroturystycznego „Leśny Dworek” poprzez wprowadzenie nowej usługi gastronomicznej,POMORSKIE Dymin 6a 77-220,"Nazwa: ""LEŚNY DWOREK"" GOSPODARSTWO AGROTURYSTYCZNE STANISŁAW KLUSEK<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Dymin<br>Grantobiorca Ulica: <br>Grantobiorca Nr budynku: 6a<br>Grantobiorca Kod pocztowy: 77-220<br>Wartość wsparcia: 508236.87",77-220,Dymin,6a,,POMORSKIE,"""LEŚNY DWOREK"" GOSPODARSTWO AGROTURYSTYCZNE STANISŁAW KLUSEK",508236.87,Powiat czluchowski
Dywersyfikacja działalności firmy WIKI Sławomir Marciniak i uodpornienie na przyszłe kryzysy poprzez wprowadzenie do oferty usług SPA i poszerzenie asortymentu ofertowego w woj. pomorskim - Region 1,POMORSKIE Łeba Parkowa 14 84-360,"Nazwa: ,,WIKI"" Sławomir Marciniak<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Łeba<br>Grantobiorca Ulica: Parkowa<br>Grantobiorca Nr budynku: 14<br>Grantobiorca Kod pocztowy: 84-360<br>Wartość wsparcia: 208654.69",84-360,Łeba,14,Parkowa,POMORSKIE,",,WIKI"" Sławomir Marciniak",208654.69,Powiat leborski
Rewolucja w Lodziarni Mistrza Polski: Nowe Smaki i Innowacyjne Produkty!,POMORSKIE Gdańsk Podwale Staromiejskie 96 80-844,Nazwa: GELATERIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Podwale Staromiejskie<br>Grantobiorca Nr budynku: 96<br>Grantobiorca Kod pocztowy: 80-844<br>Wartość wsparcia: 209700,80-844,Gdańsk,96,Podwale Staromiejskie,POMORSKIE,GELATERIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,209700.0,Gdansk
Rozszerzenie działalności firmy Paweł Mądry Metropolis Group z województwa pomorskiego dla wzmocnienia konkurencyjności i budowania odporności na sytuacje kryzysowe,POMORSKIE Jastarnia Bałtycka 25 87-140,Nazwa: Paweł Mądry Metropolis Group<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Jastarnia<br>Grantobiorca Ulica: Bałtycka<br>Grantobiorca Nr budynku: 25<br>Grantobiorca Kod pocztowy: 87-140<br>Wartość wsparcia: 531810,87-140,Jastarnia,25,Bałtycka,POMORSKIE,Paweł Mądry Metropolis Group,531810.0,Powiat torunski
"Wprowadzenie nowych produktów do oferty ""FANABERIA"" s.c., poprzez otwarcie lodziarni w obecnych punktach gastronomicznych oraz uruchomienie sezonowego mobilnego punktu sprzedaży w województwie pomorskim.",POMORSKIE Gdynia Świętojańska 33-35 81-391,"Nazwa: ""FANABERIA"" SPÓLKA CYWILNA<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdynia<br>Grantobiorca Ulica: Świętojańska<br>Grantobiorca Nr budynku: 33-35<br>Grantobiorca Kod pocztowy: 81-391<br>Wartość wsparcia: 474451.62",81-391,Gdynia,33-35,Świętojańska,POMORSKIE,"""FANABERIA"" SPÓLKA CYWILNA",474451.62,Gdynia
Rozszerzenie profilu dotychczasowej działalności prowadzonej przez Zajazd nad stawem w województwie pomorskim,POMORSKIE Grabówko Zacisze 4 83-403,"Nazwa: ZAJAZD NAD STAWEM"" Joanna Męczykowska<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Grabówko<br>Grantobiorca Ulica: Zacisze<br>Grantobiorca Nr budynku: 4<br>Grantobiorca Kod pocztowy: 83-403<br>Wartość wsparcia: 411056.87",83-403,Grabówko,4,Zacisze,POMORSKIE,"ZAJAZD NAD STAWEM"" Joanna Męczykowska",411056.87,Powiat koscierski
"Dywersyfikacja działalności Alfa Szkółka Pływacka Krystyna Bołgin w regionie pomorskim: 1. Wynajem jachtu z panelami solarnymi oraz silnikiem elektrycznym w marinie Largo Lake Resort na jeziorze Wdzydze. 2. Wynajem stacjonarnej przyczepy kempingowej z panelami solarnymi,przesionkiem oraz tarasem i pełnym wyposażeniem na kempingu Miasteczko Turystyczne Polaris w Chałupach na półwyspie helskim. 3. Budowa nowej strony internetowej do w/w działalności wraz z systemem rezerwacji i płatności online.",POMORSKIE Gdynia Wzgórze Bernadowo 264a 81-583,Nazwa: Alfa Szkółka Pływacka Krystyna Bołgin<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdynia<br>Grantobiorca Ulica: Wzgórze Bernadowo<br>Grantobiorca Nr budynku: 264a<br>Grantobiorca Kod pocztowy: 81-583<br>Wartość wsparcia: 413206,81-583,Gdynia,264a,Wzgórze Bernadowo,POMORSKIE,Alfa Szkółka Pływacka Krystyna Bołgin,413206.0,Gdynia
"Dywersyfikacja działalności Alfa sc w regionie Pomorskiem. 1. Nowe napoje w lokalu gastronomicznym w Gdańsku 2. Nowe usługi (szkolenia, warsztaty, degustacje, rezerwacje online,) w lokalu gastronomicznym w Gdańsku 3. Nowe usługi najmu krótkoterminowego w Sopocie. 4. Nowe usługi polegające na najmie stacjonarnej przyczepy campingowej wraz z niezbędnymi akcesoriami na polu campingowym na doby. 5. Nowe usługi polegające na najmie jachtu żaglowego wraz z niezbędnym wyposażeniem na doby.",POMORSKIE Sopot Jana Sobieskiego 35b 81-781,Nazwa: Alfa Hanna i Kamil Zmitrowicz spółka cywilna<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Sopot<br>Grantobiorca Ulica: Jana Sobieskiego<br>Grantobiorca Nr budynku: 35b<br>Grantobiorca Kod pocztowy: 81-781<br>Wartość wsparcia: 492022.77,81-781,Sopot,35b,Jana Sobieskiego,POMORSKIE,Alfa Hanna i Kamil Zmitrowicz spółka cywilna,492022.77,Sopot
Uodpornienie firmy BROLL 2 PUH na sytuacje kryzysowe poprzez inwestycję w woj. pomorskim,POMORSKIE Malbork Aleja Rodła bn 82-200,Nazwa: BROLL 2 Przedsiębiorstwo Usługowe Handlowe Katarzyna Król<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Malbork<br>Grantobiorca Ulica: Aleja Rodła<br>Grantobiorca Nr budynku: bn<br>Grantobiorca Kod pocztowy: 82-200<br>Wartość wsparcia: 540000,82-200,Malbork,bn,Aleja Rodła,POMORSKIE,BROLL 2 Przedsiębiorstwo Usługowe Handlowe Katarzyna Król,540000.0,Powiat kwidzynski
"Podniesienie konkurencyjności Hotel Central w Gdańsku oraz zwiększenie odporności na wypadek kolejnych kryzysów w branży dzięki inwestycjom w rozwiązania cyfrowe i proekologiczne oraz wprowadzenie nowych i rozszerzonych usług (Region 1 - województwa kujawsko-pomorskie, pomorskie i zachodniopomorskie)",POMORSKIE Gdańsk Podwale Grodzkie 4 80-895,Nazwa: BRH HOSPITALITY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Podwale Grodzkie<br>Grantobiorca Nr budynku: 4<br>Grantobiorca Kod pocztowy: 80-895<br>Wartość wsparcia: 478930.51,80-895,Gdańsk,4,Podwale Grodzkie,POMORSKIE,BRH HOSPITALITY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,478930.51,Gdansk
Rozszerzenie działalności turystycznej firmy Metropolis Polmetro Sp. z o. o. Sp. k. (województwo pomorskie) wraz ze zwiększeniem odporności firmy na przyszłe kryzysy oraz zmniejszeniem wpływu przedsiębiorstwa na klimat i środowisko zgodnie z założeniami Europejskiego Zielonego Ładu,POMORSKIE Reda Cypriana Kamila Norwida 47 82-240,Nazwa: METROPOLIS POLMETRO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Reda<br>Grantobiorca Ulica: Cypriana Kamila Norwida<br>Grantobiorca Nr budynku: 47<br>Grantobiorca Kod pocztowy: 82-240<br>Wartość wsparcia: 471711.37,82-240,Reda,47,Cypriana Kamila Norwida,POMORSKIE,METROPOLIS POLMETRO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,471711.37,
Wprowadzenie nowej usługi wynajmu łodzi żaglowych w ramach działalności Hotelu AMBER w Gdańsku województwo pomorskie wraz z nabyciem usług IT oraz szkoleń,POMORSKIE Gdańsk Powstańców Warszawskich 45/0 80-165,Nazwa: ABC SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Gdańsk<br>Grantobiorca Ulica: Powstańców Warszawskich<br>Grantobiorca Nr budynku: 45/0<br>Grantobiorca Kod pocztowy: 80-165<br>Wartość wsparcia: 509779,80-165,Gdańsk,45/0,Powstańców Warszawskich,POMORSKIE,ABC SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,509779.0,Gdansk
"„Rozszerzenie oferty Spółki o świeże, odżywcze piwo bezalkoholowe o szczególnych walorach smakowych",POMORSKIE Wejherowo 12 Marca 234 84-200,Nazwa: LUBROW BROTHERS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Wejherowo<br>Grantobiorca Ulica: 12 Marca<br>Grantobiorca Nr budynku: 234<br>Grantobiorca Kod pocztowy: 84-200<br>Wartość wsparcia: 429513.96,84-200,Wejherowo,234,12 Marca,POMORSKIE,LUBROW BROTHERS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,429513.96,Powiat wejherowski
Rozszerzenie oferty hotelu FALKO związanej z uruchomieniem salonu odchudzającego i wypożyczalni rowerów elektrycznych,POMORSKIE Rumia Bolesława Chrobrego 1 84-240,"Nazwa: HOTEL ,, FALKO "" JAROSŁAW FALKOWSKI<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Rumia<br>Grantobiorca Ulica: Bolesława Chrobrego<br>Grantobiorca Nr budynku: 1<br>Grantobiorca Kod pocztowy: 84-240<br>Wartość wsparcia: 236755.05",84-240,Rumia,1,Bolesława Chrobrego,POMORSKIE,"HOTEL ,, FALKO "" JAROSŁAW FALKOWSKI",236755.05,Powiat wejherowski
"Inwestycje związane z rozszerzeniem oferty o nowe produkty i usługi w ""Złotej Jesieni""”, w ramach Krajowego Planu Odbudowy i Zwiększania Odporności",POMORSKIE Kartuzy Polna 17 83-300,"Nazwa: GRONO s.c. Maria Gosk, Aleksandra Węsierska, Antoni Węsierski RESTAURACJA ""ZŁOTA JESIEŃ""<br>Miejsce Realizacji Województwo: POMORSKIE<br>Grantobiorca Miejscowość: Kartuzy<br>Grantobiorca Ulica: Polna<br>Grantobiorca Nr budynku: 17<br>Grantobiorca Kod pocztowy: 83-300<br>Wartość wsparcia: 194102.79",83-300,Kartuzy,17,Polna,POMORSKIE,"GRONO s.c. Maria Gosk, Aleksandra Węsierska, Antoni Węsierski RESTAURACJA ""ZŁOTA JESIEŃ""",194102.79,Powiat kartuski
